죄 종,발생건수,검거건수,"발생대비
검거건수(%)",검거인원,법인체,범죄 분류
절도범죄,"48,392","35,178",72.7,"25,993",1,대분류
특별경제범죄,"15,713","13,207",84.1,"15,411",722,대분류
마약범죄,"4,867","4,788",98.4,"6,257",4,대분류
보건범죄,"2,438","2,398",98.4,"3,642",73,대분류
환경범죄,785,746,95.0,855,312,대분류
교통범죄,"59,214","57,300",96.8,"58,679",436,대분류
노동범죄,162,146,90.1,261,21,대분류
안보범죄,54,47,87.0,239,0,대분류
선거범죄,230,234,101.7,666,0,대분류
병역범죄,"2,404","2,108",87.7,"2,097",6,대분류
기타범죄,"58,681","51,522",87.8,"62,703","1,206",대분류
